procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2 15 732792 291748 147652 5946684    0    0  7120 66253 19620 49183  3  4 56 36  0
 1 15 732788 286764 147652 5951864    0    0  6528 64194 18668 46227  3  3 56 37  0
 3 15 732788 282484 147652 5956792    0    0  5760 60902 17488 41959  3  3 57 37  0
 0 15 732788 276824 147652 5961612    0    0  7264 65633 19905 48125  3  4 56 37  0
 0 17 732776 271180 147660 5968064    0    0  6752 66859 19680 48160  3  3 58 36  0
 2 14 732776 266244 147660 5972876    0    0  6368 64072 18797 46302  3  4 58 36  0
 1 14 732772 305740 147596 5931840    0    8  6016 63434 16873 41454  3  3 57 36  0
 0 16 732772 300108 147596 5937768    0    0  6480 66872 18111 47299  3  3 59 35  0
 0 17 732768 294536 147596 5944216    0    0  7248 65100 18099 45955  3  3 58 36  0
 0 16 732768 289924 147604 5948660    0    0  5936 61685 18080 43745  3  4 58 35  0
 2 12 732768 285748 147604 5953160    0    0  6784 63912 18417 44975  3  4 56 37  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4 14 732768 280396 147604 5958796    0    0  5968 63358 17902 43218  3  4 54 39  0
 3 14 732768 274192 147604 5965432    0    0  6672 66655 18593 46796  3  4 55 38  0
 1 17 732768 266556 147604 5971784    0    0  6992 67965 19670 48833  4  5 57 34  0
 3 13 732772 308436 147524 5928196    0    8  5952 61978 17201 45061  3  4 58 35  0
 2 16 732760 304916 147524 5932780    0    0  6432 65876 18960 48423  3  4 56 37  0
 3 15 732752 299972 147524 5937428    0    0  6064 64159 18588 46542  2  3 58 37  0
 1 16 732744 294636 147524 5942852    0    0  7408 68728 19824 52417  3  4 59 34  0
 2 11 732736 288428 147524 5948300    0    0  6592 65791 18568 49737  3  4 57 36  0
 1 14 732732 283768 147532 5952748    0    0  6704 65923 19101 46960  3  4 57 36  0
 5 13 732732 277792 147532 5958728    0    0  6000 64686 17692 44875  2  3 59 36  0
 4 13 732732 273604 147532 5963440    0    0  7248 68262 19751 50758  3  4 58 35  0
 5 12 732732 268328 147532 5969080    0    0  6672 66926 19035 48469  4  4 58 33  0
 1 16 732728 264036 147536 5974488   12    0  5724 62785 17268 42260  3  3 58 35  0
 4 13 732728 305044 147476 5930636    0    4  5792 64870 20714 47288  3  5 58 35  0
